CustomerID,Recency,Frequency,Monetary,AvgSpending,UniqueProducts,CancelFrequency,AvgMonthlySpending
12347.0,1.0986122886681098,2.0794415416798357,8.368925174747135,3.2060466287815386,4.6443908991413725,0.0,5.872812126796939
12348.0,4.330733340286331,1.6094379124341003,7.271175422825089,3.993254749507378,3.091042453358316,0.0,5.036289215800766
12349.0,2.995732273553991,0.6931471805599453,7.285198070516535,3.056062734462289,4.290459441148391,0.0,7.285198070516535
12350.0,5.739792912179234,0.6931471805599453,5.68833037009728,2.9652730660692823,2.833213344056216,0.0,5.68833037009728
12352.0,3.6109179126442243,2.0794415416798357,7.234710947804242,2.9442612463530775,4.060443010546419,0.6931471805599453,5.080740025869887
12353.0,5.3230099791384085,0.6931471805599453,4.499809670330265,3.1463051320333655,1.6094379124341003,0.0,4.499809670330265
12354.0,5.4510384535657,0.6931471805599453,6.985086621918461,2.97605722432628,4.07753744390572,0.0,6.985086621918461
12355.0,5.3706380281276624,0.6931471805599453,6.132095676847728,3.5928767268616704,2.6390573296152584,0.0,6.132095676847728
12356.0,3.1780538303479458,1.3862943611198906,7.819407268507752,3.7816118629089157,3.970291913552122,0.0,5.5138145401411025
12357.0,3.5263605246161616,0.6931471805599453,8.733701981297274,3.8792269230435794,4.882801922586371,0.0,8.733701981297274
12358.0,1.0986122886681098,1.0986122886681098,6.834173322304168,4.018035073485483,2.5649493574615367,0.0,5.235684857791892
12359.0,4.07753744390572,1.6094379124341003,8.759916600117213,3.2845095122213026,5.3706380281276624,1.0986122886681098,6.549261163104893
12360.0,3.970291913552122,1.3862943611198906,7.741993952455694,2.9585659566194518,4.653960350157523,0.0,6.147685476311803
12361.0,5.662960480135946,0.6931471805599453,5.169915651743512,3.017167554274056,2.302585092994046,0.0,5.169915651743512
12362.0,1.3862943611198906,2.3978952727983707,8.463418927229844,2.970660829450397,5.303304908059076,1.3862943611198906,6.189703973738687
12363.0,4.709530201312334,1.0986122886681098,6.315358001522335,3.2188758248682006,3.1780538303479458,0.0,4.839882919125072
12364.0,2.1972245773362196,1.6094379124341003,7.097631560180201,2.7672504247766203,4.248495242049359,0.0,5.8564760494653205
12365.0,5.676753802268282,0.6931471805599453,5.773588348900164,2.7893814555320637,3.091042453358316,0.0,5.773588348900164
12367.0,1.6094379124341003,0.6931471805599453,5.023222409601727,2.7781979610042917,2.3978952727983707,0.0,5.023222409601727
12370.0,3.9512437185814275,1.6094379124341003,8.139350059656385,3.0743903344459147,4.962844630259907,0.0,5.809916477503436
12371.0,4.110873864173311,0.6931471805599453,7.33234304469739,3.244329752620033,4.143134726391533,0.0,7.33234304469739
12372.0,4.290459441148391,1.3862943611198906,7.0876071218751635,3.235102638786128,3.5263605246161616,0.0,5.082546126413875
12373.0,5.7430031878094825,0.6931471805599453,5.785669634128385,3.256912405260265,2.6390573296152584,0.0,5.785669634128385
12374.0,3.258096538021482,0.6931471805599453,6.436038182589659,3.018792456895488,3.4965075614664802,0.0,6.436038182589659
12375.0,2.4849066497880004,1.0986122886681098,5.936216072877503,3.264486336120253,2.6390573296152584,0.6931471805599453,4.876512593678807
12377.0,5.755742213586912,1.0986122886681098,7.3454423067513295,3.061988069331056,4.276666119016055,0.0,7.0832716818695385
