CustomerID,PCA 1,PCA 2,PCA 3,PCA 4,PCA 5,PCA 6
12346.0,33.249578858212715,52.551842263658315,-26.59069333873559,7.1511438652934665,4.475081957256307,24.727561123691384
12347.0,0.8160397916933457,-0.6282541532421761,-0.5247700225920046,0.1816343547769088,-3.12196232531222,-0.018666344425475125
12348.0,-0.2588634921558941,0.29083998349683265,0.1538468666210965,0.5436787211843911,-3.1219738743919216,-0.027803941554481394
12349.0,0.3783069142034073,-0.31547186920492276,-1.3869968375332327,-0.7676949924401908,-3.0823500919338906,0.2796779744892519
12350.0,-1.358794438445169,1.865529252013435,1.5644435155622296,-1.4097735443903765,-2.8467102583832693,0.3496046833085334
12352.0,0.35258698983354525,-0.5960821522822985,-0.3055480596003255,-0.23293694212047084,-3.0354878173761053,0.43455661371261645
12353.0,-1.0430520683779614,0.9617866848292298,0.4859627021294324,-1.1973246779302105,-2.9435622067807667,0.23545054903765697
12354.0,-0.6464807865746935,1.3549940829988543,0.7822946345770814,-1.2204514383414327,-2.9004904856542058,0.4075748076756782
12355.0,-0.9350128585821884,1.1425695544113117,0.557791015690173,-1.2077925831950516,-2.9305193755737577,0.2745738295339873
12356.0,-0.1246846678924556,0.036421693122535057,0.1433780377913405,1.5690973881892876,-3.211455038094053,0.02632395064416613
12357.0,1.9122475814554558,1.1495224450565051,-1.754403090080143,-0.700971277170271,-3.0336240609147254,0.5660826912796467
12358.0,-0.45486556766661124,-0.10829682599009051,-0.2549441230996683,1.5697669396069795,-3.2327396953113117,0.0971371295320608
12359.0,1.2301408346849159,-0.39267833675931135,0.771791628786003,0.5372073095807377,-3.0239193627320855,0.7566775056875548
12360.0,0.17672995727659205,-0.13695288496639646,-0.10133601947596438,0.3145409687149401,-3.104394388169528,0.21889961537745878
12361.0,-1.3327148298192202,1.6567258660908177,1.3282461737585385,-1.3665173563395125,-2.8689964382631516,0.31534623533384554
12362.0,1.973355256017956,-1.3688814297648224,0.09908177096837424,-0.3754656302720883,-2.9455170887993773,0.97653662290559
12363.0,-0.8216154578216095,0.6533253561690183,0.7404806215849001,1.07840317730674,-3.122701046896088,0.1975002729029944
12364.0,0.3237625111769326,-0.6208114041397319,-0.922287584814557,-0.23752794010124798,-3.112688995793575,0.11102431601251005
12365.0,-1.2567834308966024,1.7012795540934251,1.3828655482760033,-1.3684631927901771,-2.8618570307769673,0.3485051692058973
12367.0,-0.17832286117913285,-0.6746448592443022,-1.5254623495676611,-0.7796123263719781,-3.119267190274045,0.07128924492449781
12370.0,0.44566812412928536,-0.12871090033848648,0.3182617775875538,0.7821775572368969,-3.1235115050972557,0.14983642739543201
12371.0,0.18387731853220685,0.0700231842948042,-1.0120775904329442,-0.8552365956633411,-3.0479632974020188,0.29979011673634537
12372.0,-0.44668970576747286,0.2506532299256167,0.25673029987493423,0.8396684076915648,-3.1335492056255476,0.13164256423976264
12373.0,-1.3671130530619116,1.8933987048409955,1.5602684618501168,-1.4119488047835143,-2.8461324441182834,0.3473023364852325
12374.0,-0.04174105553275937,-0.41498020839201755,-1.3195450769254924,-0.8075424349556887,-3.0921858363449686,0.15933273840086545
12375.0,-0.20151457195454417,-0.42229191512598174,-0.509973132973828,0.5303097589175877,-3.1415091054404813,0.3485516937110022
12377.0,-0.9005207564373294,2.1821306729874,2.0150592205786046,-0.7784487074942661,-2.84986658445621,0.4829544555999188
12378.0,1.3261203828570072,1.0206439720342235,-0.20335930010068562,-0.9028034486438764,-2.9387345370801503,0.7262501262499796
12379.0,-0.32408834292705946,0.147875599814169,0.27209505857540645,0.41045195423864594,-3.0745542265437025,0.44187942212129594
12380.0,0.45244690152780875,-0.5140787195939411,-0.4427835679492311,0.013534405908288053,-3.082063575542416,0.36803561466755275
12381.0,0.3450768759168229,-0.6503779945003526,-0.6477803967374001,0.09598287383353098,-3.1049399405882094,0.39633653719736583
12383.0,-0.1255338985593213,0.6826893916958474,1.178087570338283,-0.5362235422509593,-2.919276997179421,0.5158162079620194
12384.0,-0.2399975926251363,-0.29078731556046183,-0.25205101319343287,0.575530394399624,-3.1263674227077543,0.394516724713993
12386.0,-1.4789776720428143,2.2431056369278854,2.09423672868014,-1.0175951423347003,-2.837742295520721,0.37799864805087446
12388.0,0.33403417083663506,-0.4506982766301773,-0.5476540812846895,0.16032713275617913,-3.119992621902909,0.03135875743679045
12390.0,-0.2976668733918784,0.0034539041042901016,-0.7480592722160617,-0.9239165223025713,-3.045035707686232,0.19326476915387705
12391.0,0.17471679854003172,-0.6648051504361494,-1.1560530922398966,-0.7825075117843295,-3.079430345193392,0.29060344398706867
12393.0,-0.2403421842805905,0.10416970835042455,0.11947172056397716,0.4382576214993336,-3.1020718967691954,0.1488026637992188
12394.0,-0.6038235202938316,0.40935763965862676,0.44853270231849546,1.5098999238069715,-3.182578776218691,0.12320486018762075
12395.0,1.403020418235709,-1.1028609543557317,0.04932290716767462,-0.4807584991375208,-2.9392387513241736,0.8336916065548818
12397.0,0.18476537227844306,-0.10233096493415772,-0.1068295107510601,0.7545482725446669,-3.1438994322022755,0.23435739819325188
12398.0,0.378203337514314,-0.10407132878497195,-1.0676694599952699,-0.8179071634327411,-3.060942150295375,0.2628136473464199
12399.0,-0.3185229585987608,0.3520409700517401,0.2568185810521504,-0.27915169564580766,-3.029689972344332,0.17523615531015235
12401.0,-1.451490182075838,1.7666590815161867,1.4910415152299128,-1.4034448555405077,-2.856573089927737,0.31607647871034444
12402.0,-1.4695409855735735,1.9557607948804272,1.6920800595599121,-1.4405168335443528,-2.8368281936166317,0.3490301737733513
12403.0,-0.32770549849585096,-0.18460220150888634,-1.1322486196008876,-0.8664931274145669,-3.0739275393843806,0.14531624506180538
